TIMESTAMP;TEMPERATURA_MAR (ºC);TEMPERATURA_AMBIENTAL (ºC);VELOCIDAD_VIENTO (km/h);ESTADO_DEL_MAR (Douglas);PRESENCIA_DE_MEDUSAS;ESPECIES_DE_MEDUSAS;LLUVIA (mm/hora)
2021-06-03T19:00:00.000Z;24.7082424965514;35.32441423175547;15.904905071902808;9;1;Gran Medusa de Huevo Frito;9.549081115348619
2021-06-03T20:00:00.000Z;18.687709046696416;27.67850935379163;17.302920059698216;9;3;Medusa Comestible;34.886321398064545
2021-06-03T21:00:00.000Z;18.09116377296739;16.17577515879914;28.19874818870124;10;1;Medusa Común;34.641375004456584
2021-06-03T22:00:00.000Z;26.487233990135394;15.207744481495656;0.38086300286106933;8;2;Aguamala;76.09359857277649
2021-06-04T06:00:00.000Z;15.656576351420313;32.75953966773701;35.31265863293938;4;3;Gran Medusa de Huevo Frito,Medusa Comestible;29.106605683195205
2021-06-04T07:00:00.000Z;10.880431397003555;19.161268339722305;8.003464369818749;2;3;;59.862465648448946
2021-06-04T08:00:00.000Z;20.69941337245784;21.205953129419797;18.523830143132596;1;3;;42.60112811984801
2021-06-04T09:00:00.000Z;18.83532540970974;37.31836967914968;22.499942477228963;3;3;;0.45248116412404116
2021-06-04T10:00:00.000Z;14.264134257678645;20.805981703182972;12.45597024265142;6;1;Aguamala,Medusa Luminiscente;8.632661323869542
2021-06-04T11:00:00.000Z;9.145687935869425;21.469646126100667;3.9927166598956187;5;2;Medusa Mosaico,Aguamala;25.66185757867504
2021-06-04T12:00:00.000Z;25.969011878529244;12.369082229496742;18.929951301197843;0;3;;102.39438556606926
2021-06-04T13:00:00.000Z;15.101366897853513;29.2950547808119;16.842068057567428;3;1;Aguamala,Medusa Común;100.81314610551578
2021-06-04T14:00:00.000Z;13.17465980159228;11.884360927893766;6.028997550273498;3;1;Medusa Común,Aguamala;103.30857044543244
2021-06-04T15:00:00.000Z;24.361032453285954;14.373077977728622;17.824161101001224;2;2;Medusa Luminiscente,Gran Medusa de Huevo Frito;5.474381375268349
2021-06-04T16:00:00.000Z;13.914117031326837;33.938704430819;0.47244420155959865;8;2;;25.66039400784531
2021-06-04T17:00:00.000Z;27.901629100224405;23.6967243955008;27.80996416040667;9;2;Medusa Común,Medusa de puntos blancos;9.143660137451795
2021-06-04T18:00:00.000Z;11.399738277935457;31.656909471605232;35.2216690838209;9;2;Medusa de puntos blancos,Medusa Común;112.440176284241
2021-06-04T19:00:00.000Z;19.412154956622274;37.58319373556391;13.42028635978382;3;3;Medusa de puntos blancos;38.77296075108908
2021-06-04T20:00:00.000Z;23.173574501530076;36.929289354742146;36.30822100074098;9;1;Medusa de puntos blancos;10.314127501622696
2021-06-04T21:00:00.000Z;13.781570773869833;31.15251588814145;28.833857035782735;3;3;Gran Medusa de Huevo Frito;114.79047476192153
2021-06-04T22:00:00.000Z;27.202015049794724;37.11767657938033;27.04202975854299;5;3;Medusa Luminiscente;76.55162232909078
2021-06-05T06:00:00.000Z;9.771052240413827;19.258081593693493;0.14715375949998055;0;3;Medusa Comestible;31.138667929134236
2021-06-05T07:00:00.000Z;22.950080813006068;26.695359131524306;8.600751913997051;9;2;Medusa Comestible,Aguamala;5.364865853914695
2021-06-05T08:00:00.000Z;11.949604652424583;25.9593801019786;29.382750405705316;1;2;;17.4886504054942
2021-06-05T09:00:00.000Z;20.856918989303672;25.32129892710986;23.137296000364344;7;1;;88.99827757789245
2021-06-05T10:00:00.000Z;16.086169647249285;22.791917264619556;16.175486595993142;7;1;Medusa de puntos blancos,Medusa Mosaico;71.29852099675017
2021-06-05T11:00:00.000Z;23.749628333666834;27.20309011859556;34.75917137324457;8;3;Medusa Comestible,Medusa de puntos blancos;48.62772932487965
2021-06-05T12:00:00.000Z;11.224478370194596;24.545371789824635;15.143445158675926;9;1;Gran Medusa de Huevo Frito,Medusa Común;82.78879342150111
2021-06-05T13:00:00.000Z;12.45687052634388;21.563557540980568;18.845945668577116;1;1;;19.198826904501225
2021-06-05T14:00:00.000Z;14.205570878394377;12.504788120808765;25.942668143592115;0;2;;5.262100714034279
2021-06-05T15:00:00.000Z;24.620585661561137;28.66550225748886;4.525510896049099;2;2;;38.60513915726253
2021-06-05T16:00:00.000Z;11.755585173665825;23.698739406283934;20.54756025890427;3;1;;41.19372793123329
2021-06-05T17:00:00.000Z;20.66842556457242;36.37435876685262;4.300891249499932;4;1;Gran Medusa de Huevo Frito,Aguamala;31.920023723687095
2021-06-05T18:00:00.000Z;22.653122343552926;24.686190685146627;15.639053102173719;8;2;Aguamala;68.79126265282339
2021-06-05T19:00:00.000Z;25.66653652192175;14.837528435338665;23.31398187266066;4;3;Medusa Mosaico,Gran Medusa de Huevo Frito;112.79586020810308
2021-06-05T20:00:00.000Z;7.760246248208295;14.401485165608364;9.687409614796634;6;3;Gran Medusa de Huevo Frito;111.04734052927542
2021-06-05T21:00:00.000Z;15.494649972371155;24.007330256603893;31.552115626469472;6;2;;17.855290038171503
2021-06-05T22:00:00.000Z;20.185835992081135;31.488476782652807;2.66514056359183;7;2;Aguamala,Medusa Común;76.72556818243665
2021-06-06T06:00:00.000Z;24.38608677719995;32.38070824512454;0.2317528824326054;6;1;Medusa Común;67.57184565225111
2021-06-06T07:00:00.000Z;24.335209042232396;23.013415987329942;21.90657701319063;6;3;Medusa Luminiscente;113.64388178073051
2021-06-06T08:00:00.000Z;17.71978563691927;22.42305154582602;16.298430343852218;3;1;Medusa Mosaico;12.266029207703397
2021-06-06T09:00:00.000Z;8.568055899478175;29.538983781897617;29.18110936535994;9;2;Medusa de puntos blancos;116.23372175005127
2021-06-06T10:00:00.000Z;16.358215585773756;15.142923620206231;5.295192907428037;6;1;Medusa Mosaico,Medusa Común;28.820391009761632
2021-06-06T11:00:00.000Z;21.84845324452683;25.891081642336083;21.217153911118835;5;1;Medusa de puntos blancos;77.17869173898349
2021-06-06T12:00:00.000Z;25.97550752951433;22.034378042155858;2.4883677179278685;0;3;;28.69371090252332
2021-06-06T13:00:00.000Z;10.483586985918986;17.534879628679462;22.468027884656028;5;2;Aguamala;31.98234823426935
2021-06-06T14:00:00.000Z;24.221148999224685;15.226600740270603;36.15200574325384;1;3;Medusa Comestible,Medusa Mosaico;78.92512435781525
2021-06-06T15:00:00.000Z;27.8194836356913;31.74253560593148;39.28331733430309;9;3;Gran Medusa de Huevo Frito;85.14903576504109
2021-06-06T16:00:00.000Z;20.581669808850016;13.220624521581335;10.721726203518545;2;3;;74.27094387368102
2021-06-06T17:00:00.000Z;26.370275482525983;12.754290062166245;29.14289620596513;0;3;;90.0246925433096
2021-06-06T18:00:00.000Z;22.58095915210612;34.32843688238145;0.8289818569947371;3;1;Medusa de puntos blancos,Medusa Común;59.080671759977186
2021-06-06T19:00:00.000Z;23.238931647794715;34.83936803508307;15.627781378502847;7;1;;67.94017806893896
2021-06-06T20:00:00.000Z;10.241770683014398;31.736350038612628;26.107117458684918;0;3;Medusa Común,Gran Medusa de Huevo Frito;16.81298835898616
2021-06-06T21:00:00.000Z;23.48841323421098;32.57088417192495;24.460852725375677;0;2;Medusa Luminiscente,Medusa Comestible;57.62601855530975
2021-06-06T22:00:00.000Z;13.364344843098785;25.388254968361707;21.570417203808326;0;3;;38.68473330504965
2021-06-07T06:00:00.000Z;26.57887117079284;21.198406401202917;27.39633189706271;5;3;Gran Medusa de Huevo Frito,Medusa de puntos blancos;57.36807296204627
2021-06-07T07:00:00.000Z;14.551052040414529;36.06924150361537;38.030822117849645;9;1;;65.89656414268504
2021-06-07T08:00:00.000Z;16.624527744514886;31.818232316292015;0.2576316846387261;8;2;;117.00182966078955
2021-06-07T09:00:00.000Z;24.42088038487021;32.52721760777048;35.685124131684034;0;1;;82.99193698465874
2021-06-07T10:00:00.000Z;15.706483042214261;11.497500213115716;9.317570947615064;3;1;Medusa Mosaico,Medusa de puntos blancos;70.97009151960292
2021-06-07T11:00:00.000Z;22.614956654875193;11.266452042225033;28.23738327508864;5;2;;54.22642424477404
2021-06-07T12:00:00.000Z;10.310751341728352;26.882044681220563;28.78088044868539;8;3;;43.438593359073046
2021-06-07T13:00:00.000Z;8.342748817938649;21.80380511502586;21.227673460100043;7;2;Medusa Común,Medusa Comestible;94.26482770809127
2021-06-07T14:00:00.000Z;13.509977647869029;33.8947134630061;24.317465413985076;4;1;Medusa Comestible,Medusa Mosaico;27.408651397275126
2021-06-07T15:00:00.000Z;13.162682407312241;15.65808786022639;29.734200670878455;9;3;Medusa Común,Aguamala;0.8894864751507647
2021-06-07T16:00:00.000Z;25.772871146342524;11.842084754473722;27.6964057726034;5;2;Gran Medusa de Huevo Frito;32.704873884935985
2021-06-07T17:00:00.000Z;10.097895889410223;17.284319756866672;7.322866115240352;6;2;Gran Medusa de Huevo Frito,Medusa de puntos blancos;4.278797133974663
2021-06-07T18:00:00.000Z;6.734709113490746;35.196267555306854;15.253479863477839;0;2;Gran Medusa de Huevo Frito;64.91677322778489
2021-06-07T19:00:00.000Z;21.35314581551495;28.670212327615843;28.543752023865345;10;1;Medusa Mosaico;91.43766915664253
2021-06-07T20:00:00.000Z;14.926997760803227;30.91913056236001;21.80566479810765;6;3;;100.88505118212399
2021-06-07T21:00:00.000Z;11.772358731689714;20.04411766838042;29.87051814082946;7;3;Medusa Común,Aguamala;63.21581779060759
2021-06-07T22:00:00.000Z;10.511963141019692;16.24007442918576;37.2466369383652;1;2;;51.838873864517154
2021-06-08T06:00:00.000Z;14.4536723548626;21.240255195522945;27.667368630616345;1;3;Medusa Común;45.19332722489189
2021-06-08T07:00:00.000Z;17.72016898926249;21.456515619248226;5.308126301011136;4;2;Medusa Común,Medusa Luminiscente;105.81938003361904
2021-06-08T08:00:00.000Z;16.882024716268205;10.648440659988019;34.24635578880357;1;3;;110.4819205189764
2021-06-08T09:00:00.000Z;22.137137309369994;34.368700419249556;33.19061137921622;8;1;Aguamala,Medusa Común;102.13274442331003
2021-06-08T10:00:00.000Z;7.639835487480668;23.71692184624272;20.250324636186345;2;2;;109.12804026332398
2021-06-08T11:00:00.000Z;18.502012526041632;35.828239922285896;25.108370089284264;6;1;;114.19107682195273
2021-06-08T12:00:00.000Z;19.057556401766057;15.259928047452558;5.677826557556793;4;2;;107.15547449169873
2021-06-08T13:00:00.000Z;5.319517065753422;35.155532398040414;3.3073089151722623;5;2;Medusa Comestible,Medusa Mosaico;83.14217142197552
2021-06-08T14:00:00.000Z;17.453256775390813;24.15274291219022;27.73412575058508;2;1;Aguamala;21.31146473809227
2021-06-08T15:00:00.000Z;25.76277544915917;20.88105899011839;17.82574635867178;7;2;Medusa Común,Aguamala;103.71104126598703
2021-06-08T16:00:00.000Z;10.000662176955629;32.69564677375269;5.497402456135836;5;3;Gran Medusa de Huevo Frito;68.72272456927273
2021-06-08T17:00:00.000Z;14.709394766119427;24.320790005388776;4.168042919160717;0;2;Medusa de puntos blancos,Gran Medusa de Huevo Frito;55.5619886812438
2021-06-08T18:00:00.000Z;8.011238208893827;35.91133648795497;32.5827079618841;7;2;Medusa de puntos blancos,Aguamala;107.74837386302887
2021-06-08T19:00:00.000Z;23.945499743911785;10.59569853749845;18.435905618856225;5;2;Medusa Mosaico;54.57883321213923
2021-06-08T20:00:00.000Z;23.89603233382703;18.72489900474011;39.74788851961008;1;2;Gran Medusa de Huevo Frito,Medusa Común;87.02331887200299
2021-06-08T21:00:00.000Z;18.162483000785297;14.473280001965986;25.648804274407418;3;1;;112.29284243720669
2021-06-08T22:00:00.000Z;23.61231058224932;12.6075996884062;16.658543094796237;4;2;Aguamala,Medusa Comestible;94.64751087594857
2021-06-09T06:00:00.000Z;26.95628588854645;27.12452955485466;32.231171852079825;7;1;Medusa de puntos blancos;29.72197976076525
2021-06-09T07:00:00.000Z;21.090375195816936;25.512731573872173;8.296570998676067;6;2;Aguamala,Medusa de puntos blancos;70.1919082185224
2021-06-09T08:00:00.000Z;21.389193191265747;12.037644077427833;18.520883661892313;7;1;Medusa Común,Medusa de puntos blancos;90.9962781761551
2021-06-09T09:00:00.000Z;9.268642666284919;37.347014735462665;0.2100411963260651;10;2;;58.336752759253805
2021-06-09T10:00:00.000Z;18.0592027643533;19.27635292208452;37.494331195768105;1;3;Medusa de puntos blancos;118.98119029609474
2021-06-09T11:00:00.000Z;17.251330658618187;12.930832883114174;37.311661175636644;1;2;Medusa Comestible;1.5879675718669795
2021-06-09T12:00:00.000Z;23.162411509585553;13.380430649447156;6.975645877791257;10;2;Medusa Comestible;82.49721848458563
2021-06-09T13:00:00.000Z;18.090113243163458;24.569267809957807;5.376478264691871;4;1;Aguamala;84.95588436914423
2021-06-09T14:00:00.000Z;7.72266669606439;31.87556205710653;30.7036355658865;10;2;Medusa Luminiscente,Medusa Común;83.95653178455947
2021-06-09T15:00:00.000Z;26.951713574055802;29.79248889188853;17.651325172587462;5;1;Gran Medusa de Huevo Frito;84.56853355549377
2021-06-09T16:00:00.000Z;11.065568451349048;26.934020512881357;4.835485362162979;7;3;Aguamala;46.390457705083534
2021-06-09T17:00:00.000Z;23.270145862497536;25.43172216622527;5.275403998010955;3;3;Medusa de puntos blancos;91.59639134936617
2021-06-09T18:00:00.000Z;13.325791360079686;23.755901899609658;14.315664673996364;9;1;Gran Medusa de Huevo Frito;56.033067635782615
2021-06-09T19:00:00.000Z;15.003313458820417;37.17231709663649;14.550169895469844;1;3;Aguamala,Medusa Común;119.32171573557953
2021-06-09T20:00:00.000Z;21.4808548868035;14.54308921693326;5.717090264635463;8;3;Medusa Luminiscente;40.1940836561647
2021-06-09T21:00:00.000Z;5.772710552544199;27.327665491078065;19.65393027740624;5;2;Medusa Mosaico,Medusa de puntos blancos;23.49312222749525
2021-06-09T22:00:00.000Z;7.071565585760795;19.877634278709046;15.634136969393753;8;1;Gran Medusa de Huevo Frito;79.64939009552354
2021-06-10T06:00:00.000Z;9.918409840445044;26.55027876814811;21.683989375031256;0;3;Medusa de puntos blancos,Gran Medusa de Huevo Frito;94.12836016484323
2021-06-10T07:00:00.000Z;23.13305651052884;28.355031757750886;14.234934842669524;2;1;Gran Medusa de Huevo Frito;106.54939324383294
2021-06-10T08:00:00.000Z;19.526735915528917;34.00939998485508;6.841241456231826;10;3;;41.2830301597851
2021-06-10T09:00:00.000Z;10.348571578613916;11.571716309295475;7.190609496581253;10;2;Gran Medusa de Huevo Frito,Medusa de puntos blancos;111.05010947274451
2021-06-10T10:00:00.000Z;11.621790481532933;30.521705077804786;23.71313284787665;4;2;;11.860780923178442
2021-06-10T11:00:00.000Z;22.099355274294993;31.294400663459363;0.9633049710495456;0;2;;50.08245322413813
2021-06-10T12:00:00.000Z;22.727211665218352;18.948886372174975;4.718764027143703;9;2;Aguamala;16.689571415603666
2021-06-10T13:00:00.000Z;17.529084141869014;28.86447721743832;17.336923069754093;10;1;Medusa Mosaico,Medusa de puntos blancos;17.549332572128176
2021-06-10T14:00:00.000Z;22.795550934793614;16.399772147017238;17.894337439722705;3;1;Medusa Común;26.079499400362103
2021-06-10T15:00:00.000Z;7.61222089668798;29.01815733910169;28.342857464944586;3;1;;56.149478996084426
2021-06-10T16:00:00.000Z;7.765744923971634;14.136400747466297;11.624009338984669;3;1;;30.83422421107688
2021-06-10T17:00:00.000Z;6.976996575165945;12.53237189012124;30.397905179844198;10;2;;105.35380328786536
2021-06-10T18:00:00.000Z;6.269599117032274;16.73937930245294;24.94374595812772;6;1;Medusa Comestible;10.885331371514955
2021-06-10T19:00:00.000Z;16.022000794781917;33.38896896284131;22.177382159664198;0;2;Medusa Luminiscente;61.8153584086323
2021-06-10T20:00:00.000Z;25.53159631886162;12.132573688508092;15.990636678073251;6;2;Medusa de puntos blancos;65.26164295719664
2021-06-10T21:00:00.000Z;25.18616921905828;23.77290564287072;15.899495939067627;9;3;Medusa de puntos blancos;57.37853434703404
2021-06-10T22:00:00.000Z;25.28865666242919;35.58046346992164;38.735365864901425;3;1;;84.47959770297044
2021-06-11T06:00:00.000Z;21.19674415706656;32.803198188709004;7.555123947112614;2;2;;44.61868605999575
2021-06-11T07:00:00.000Z;7.130099423671491;31.649068769472365;11.222951813364173;1;1;Medusa de puntos blancos,Medusa Mosaico;105.6679580194597
2021-06-11T08:00:00.000Z;18.426630016116704;22.828407781778335;13.46544128069592;0;3;Medusa Luminiscente,Gran Medusa de Huevo Frito;88.74030857371054
2021-06-11T09:00:00.000Z;16.9936730819147;25.185747096006246;35.80387075525826;1;2;;55.84210320581069
2021-06-11T10:00:00.000Z;17.958383747035676;20.677682723181455;36.2002949051772;9;2;Medusa Mosaico;17.036541221594224
2021-06-11T11:00:00.000Z;9.302835090588736;31.351696245020843;1.5147061158933095;7;1;Medusa de puntos blancos,Aguamala;21.344083331357808
2021-06-11T12:00:00.000Z;23.900821066560336;25.502983154580384;38.90986753451264;1;3;Medusa Luminiscente;52.964385128396
2021-06-11T13:00:00.000Z;18.66414412951481;11.526139385746008;2.135150884861998;0;3;;102.71084386297001
2021-06-11T14:00:00.000Z;26.86683903995092;23.656698853606528;29.92558092293659;5;2;Medusa Común,Aguamala;8.5412752672082
2021-06-11T15:00:00.000Z;16.246632861635206;26.86208138736496;37.508511972366904;1;1;;42.44255048280369
2021-06-11T16:00:00.000Z;5.739953627666588;22.50960583679721;23.583316440713247;3;3;Medusa Común,Medusa Luminiscente;3.117538916857976
2021-06-11T17:00:00.000Z;18.49822601125385;32.99506322027191;26.56763996990015;3;2;Medusa Luminiscente,Medusa Común;42.830129878783445
2021-06-11T18:00:00.000Z;19.840533804599538;20.566418812497613;8.824324566862431;1;3;Medusa Comestible;95.88885522337986
2021-06-11T19:00:00.000Z;8.090433971070862;19.17228850003961;18.911161584658956;0;3;;12.366084947809437
2021-06-11T20:00:00.000Z;5.196450994582855;34.0614177471037;25.391857536804885;9;3;;23.578326822307886
2021-06-11T21:00:00.000Z;15.259801926177982;19.19158914548421;3.7152967227001366;8;3;Medusa Comestible,Gran Medusa de Huevo Frito;84.87241531725742
2021-06-11T22:00:00.000Z;6.333594962660776;15.886795465431993;25.65794764439452;2;1;Gran Medusa de Huevo Frito;22.111036116082268
2021-06-12T06:00:00.000Z;11.890164997522131;33.80622486658946;13.694976619262595;7;1;Medusa Común;118.68262865527447
2021-06-12T07:00:00.000Z;16.070006915823807;21.086895569239815;31.50887891208449;0;3;Medusa Comestible,Gran Medusa de Huevo Frito;15.756797807080583
2021-06-12T08:00:00.000Z;27.417456780870527;17.528278487949684;18.72438808016942;7;3;Medusa Luminiscente,Gran Medusa de Huevo Frito;103.280444230054
2021-06-12T09:00:00.000Z;24.585984814648288;16.195903645074196;31.224425615665503;8;3;;117.45868541231351
2021-06-12T10:00:00.000Z;21.471619280883623;20.300666592166888;32.97860731219494;6;1;Medusa Mosaico;90.14003728575119
2021-06-12T11:00:00.000Z;11.740130410757754;24.967639015957005;30.159268432254027;10;2;Gran Medusa de Huevo Frito;91.18864457145091
2021-06-12T12:00:00.000Z;26.429914223482864;19.229805609126466;1.6323408594334055;9;1;Medusa Común;73.7186130342407
2021-06-12T13:00:00.000Z;16.674446799386338;27.536214907053253;31.831430981210183;0;2;Medusa de puntos blancos;50.34698871133841
2021-06-12T14:00:00.000Z;13.718332960100946;23.60635768287707;24.27584421259393;8;1;;77.46309103523097
2021-06-12T15:00:00.000Z;26.88771022227631;28.06657155530455;10.78638590355638;4;2;Medusa Luminiscente;17.007772950419948
2021-06-12T16:00:00.000Z;11.735788012075894;21.14272180048423;17.129570296506902;6;2;;71.04669737278856
2021-06-12T17:00:00.000Z;25.501422160029836;13.216383471120928;8.688048399252777;1;3;;14.910522836754554
2021-06-12T18:00:00.000Z;5.437714617640592;36.37066001871024;6.516041093767289;10;2;Aguamala,Medusa Luminiscente;66.18310157902896
2021-06-12T19:00:00.000Z;7.960621596280157;28.929528723949133;0.7782913949233361;4;2;Aguamala;65.2952985453297
2021-06-12T20:00:00.000Z;7.762800978125263;23.98841066852113;23.69194013099264;1;3;Medusa Mosaico,Medusa Comestible;49.43973527671102
2021-06-12T21:00:00.000Z;16.723898217630108;11.040433976178061;35.20217617433208;6;2;Medusa Comestible,Medusa Común;18.50014722556759
2021-06-12T22:00:00.000Z;21.291121673255;23.978270294842556;22.42739806123091;9;3;Gran Medusa de Huevo Frito,Medusa Común;104.43810830591224
2021-06-13T06:00:00.000Z;18.384726083407063;18.57535320184957;9.405560021920367;1;3;Gran Medusa de Huevo Frito;94.3414949441104
2021-06-13T07:00:00.000Z;19.072357187163313;24.47894226492918;27.993529660874472;0;1;Medusa Luminiscente,Aguamala;54.22650897376027
2021-06-13T08:00:00.000Z;20.953755435422753;19.750706227479974;36.61440377831092;9;3;Medusa Mosaico;7.960817668754068
2021-06-13T09:00:00.000Z;7.53936603355042;34.83616235418182;17.692816526031425;6;1;Medusa Comestible,Medusa Mosaico;28.49928945056634
2021-06-13T10:00:00.000Z;12.999909649987408;12.114315625275152;26.665772813684463;9;2;;111.8603105994674
2021-06-13T11:00:00.000Z;26.634645697524572;36.0248211200708;37.28598094750591;4;2;;85.8049359696722
2021-06-13T12:00:00.000Z;17.93456953228191;28.14359488280342;19.603440005127144;3;3;;15.930447563568757
2021-06-13T13:00:00.000Z;5.058699761175907;26.82673265708958;21.980619836988904;7;3;Medusa Comestible,Medusa Mosaico;3.8473394656005055
2021-06-13T14:00:00.000Z;12.111046360767116;33.45685051711064;14.617956967416426;0;2;;88.38865490861002
2021-06-13T15:00:00.000Z;17.445887940712737;18.79431810424903;28.026043954104416;6;3;;79.1128103087688
2021-06-13T16:00:00.000Z;22.911055141640993;30.82213150767376;5.509220851110799;6;1;Aguamala;85.26604825424629
2021-06-13T17:00:00.000Z;6.631479752842898;22.339273873418648;27.10351376897;5;3;;11.892256028331625
